pk	sk	product_id	product_name	product_category	price	upc	shipping_amount	product_description	manufacturer	model
1174395	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - B.B. King: Blues Legend Instructional Book and CD - Multi	1174395	Hal Leonard - B.B. King: Blues Legend Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.49	From our expanded online assortment; guitar sheet music for a step-by-step breakdown of B.B. King's styles and techniques	Hal Leonard	696039
1174668	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - 25 Great Classic Rock Guitar Solos Instructional Book and CD - Multi	1174668	Hal Leonard - 25 Great Classic Rock Guitar Solos Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.49	From our expanded online assortment; instructional book and CD for guitar, featuring classic rock songs from various artists	Hal Leonard	701046
1174677	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Guitar World Presents Van Halen - Multi	1174677	Hal Leonard - Guitar World Presents Van Halen - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	14.99	884000000000	5.49	From our expanded online assortment; interviews and information about Van Halen	Hal Leonard	332911
1174695	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Tom Petty Guitar Signature Licks Instructional Book and CD - Multi	1174695	Hal Leonard - Tom Petty Guitar Signature Licks Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.49	From our expanded online assortment; instructional book and CD featuring step-by-step breakdowns of the guitar styles of Tom Petty and Mike Campbell	Hal Leonard	696021
1112108	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Iron Maiden: Bass Anthology Sheet Music - Multi	1112108	Hal Leonard - Iron Maiden: Bass Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.99	From our expanded online assortment; bass sheet music for 20 Iron Maiden songs	Hal Leonard	690867
1112144	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: The Real Book Volume I Mini Edition Sheet Music - Multi	1112144	Hal Leonard - Various Artists: The Real Book Volume I Mini Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	27.99	884000000000	5.99	From our expanded online assortment; sheet music for 400 jazz songs; for instruments in the key of C	Hal Leonard	240292
1112232	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Scott The Piano Guy's Favorite Piano Fake Book Sheet Music - Multi	1112232	Hal Leonard - Various Artists: Scott The Piano Guy's Favorite Piano Fake Book Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; piano sheet music for 74 song arrangements from Scott Houston	Hal Leonard	240281
1114628	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Boston: Guitar Collection Sheet Music - Multi	1114628	Hal Leonard - Boston: Guitar Collection Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for a compilation of Boston's classic hits	Hal Leonard	690829
1114646	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Best Acoustic Guitar Songs Ever Sheet Music - Multi	1114646	Hal Leonard - Various Artists: Best Acoustic Guitar Songs Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; guitar sheet music of acoustic hits by various artists	Hal Leonard	690859
1114655	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Brad Paisley: The Best of Brad Paisley Sheet Music - Multi	1114655	Hal Leonard - Brad Paisley: The Best of Brad Paisley Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for a compilation of Brad Paisley's hits	Hal Leonard	690933
1118023	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Duane Allman: Guitar Anthology Sheet Music - Multi	1118023	Hal Leonard - Duane Allman: Guitar Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; guitar sheet music anthology of the work of Duane Allman	Hal Leonard	690958
1118087	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Lynyrd Skynyrd: All-Time Greatest Hits Sheet Music - Multi	1118087	Hal Leonard - Lynyrd Skynyrd: All-Time Greatest Hits Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for Lynyrd Skynyrd's greatest hits	Hal Leonard	690955
1118193	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Bullet for My Valentine: Scream Aim Fire Songbook - Multi	1118193	Hal Leonard - Bullet for My Valentine: Scream Aim Fire Songbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; guitar songbook for Bullet for My Valentine's Scream Aim Fire	Hal Leonard	690957
1145478	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Guns N' Roses: Chinese Democracy Sheet Music - Multi	1145478	Hal Leonard - Guns N' Roses: Chinese Democracy Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for Guns N' Roses' album Chinese Democracy	Hal Leonard	690978
1145645	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - ABBA: The Best of ABBA Sheet Music - Multi	1145645	Hal Leonard - ABBA: The Best of ABBA Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of ABBA's hits	Hal Leonard	307094
1146098	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - ZZ Top Guitar Classics Sheet Music - Multi	1146098	Hal Leonard - ZZ Top Guitar Classics Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; guitar version of transcriptions of Billy Gibbons' ZZ Top work; 16 hits	Hal Leonard	690960
1146195	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Jim Croce: Anthology Sheet Music - Multi	1146195	Hal Leonard - Jim Croce: Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for 40 songs by Jim Croce	Hal Leonard	307077
1149599	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Coldplay: The Singles & B-Sides Sheet Music - Multi	1149599	Hal Leonard - Coldplay: The Singles & B-Sides Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for Coldplay's singles and B-sides	Hal Leonard	306902
1149614	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Josh Groban: Sheet Music - Multi	1149614	Hal Leonard - Josh Groban: Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; piano and vocal sheet music for 22 songs popularized by Josh Groban	Hal Leonard	306969
1149814	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Play It Like It Is Joe Bonamassa: Blues Deluxe Sheet Music - Multi	1149814	Hal Leonard - Play It Like It Is Joe Bonamassa: Blues Deluxe Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for a compilation of blues songs from Joe Bonamassa	Hal Leonard	2501311
1154834	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Daily Adventures of Mixerman - Multi	1154834	Hal Leonard - The Daily Adventures of Mixerman - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; behind-the-scenes story of a recording engineer and a dislikable band	Hal Leonard	332789
1154861	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - And Party Every Day - Multi	1154861	Hal Leonard - And Party Every Day - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; behind-the-scenes story of Casablanca Records from 1974 - 1980	Hal Leonard	331955
1154889	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Skydog: The Duane Allman Story - Multi	1154889	Hal Leonard - Skydog: The Duane Allman Story - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	18.99	884000000000	5.99	From our expanded online assortment; biography of guitarist Duane Allman	Hal Leonard	331994
1154898	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Guitar Amp Handbook - Multi	1154898	Hal Leonard - The Guitar Amp Handbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; provides information on choosing and constructing guitar amps	Hal Leonard	331349
1154925	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Raisin' Cain: The Wild and Raucous Story of Johnny Winter - Multi	1154925	Hal Leonard - Raisin' Cain: The Wild and Raucous Story of Johnny Winter - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; biography of Johnny Winter's career as a guitar player	Hal Leonard	332828
1154952	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Easy Guitar Lou Reed: The Lou Reed Songbook - Multi	1154952	Hal Leonard - Easy Guitar Lou Reed: The Lou Reed Songbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for a compilation of songs by Lou Reed	Hal Leonard	2500950
1154961	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Jimmy Page - Multi	1154961	Hal Leonard - Jimmy Page - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	16.99	884000000000	5.99	From our expanded online assortment; biography of guitarist Jimmy Page's life and career	Hal Leonard	332773
1154989	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - How to Write Songs on Guitar Instructional Book - Multi	1154989	Hal Leonard - How to Write Songs on Guitar Instructional Book - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; learn the 4 main elements of a song and combine them in new ways	Hal Leonard	332381
1154998	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Official Heavy Metal Book of Lists - Multi	1154998	Hal Leonard - The Official Heavy Metal Book of Lists - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	18.99	884000000000	5.99	From our expanded online assortment; more than 150 heavy-metal trivia lists	Hal Leonard	332745
1155005	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Play It Like It Is Dave Matthews Band: Anthology Sheet Music - Multi	1155005	Hal Leonard - Play It Like It Is Dave Matthews Band: Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; guitar sheet music for 28 songs by the Dave Matthews Band	Hal Leonard	2501077
1155014	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Fab Four FAQ 2.0 - Multi	1155014	Hal Leonard - Fab Four FAQ 2.0 - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; comprehensive biography of all 4 ex-Beatles from 1970-1980	Hal Leonard	332390
1155023	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Pink Floyd FAQ - Multi	1155023	Hal Leonard - Pink Floyd FAQ - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.99	From our expanded online assortment; 400 pages of stories, history, observation, opinion, photos and reminiscences about the classic rock band Pink Floyd	Hal Leonard	332389
1155032	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Fender® Electric Guitar Book 3rd Edition - Multi	1155032	Hal Leonard - The Fender® Electric Guitar Book 3rd Edition - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.99	From our expanded online assortment; tells the history of Fender&#174; guitars	Hal Leonard	331752
1089646	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Beatles: Rock Band Sheet Music - Multi	1089646	Hal Leonard - The Beatles: Rock Band Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	884000000000	6.49	From our expanded online assortment; guitar sheet music for a compilation of songs by The Beatles from Rock Band	Hal Leonard	691014
1097523	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: Anthology of Latin Songs Gold Edition Sheet Music - Multi	1097523	Hal Leonard - Various Composers: Anthology of Latin Songs Gold Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Latin songs	Hal Leonard	311956
1145566	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Acoustic Rock Guitar Songs for Dummies Sheet Music - Multi	1145566	Hal Leonard - Various Artists: Acoustic Rock Guitar Songs for Dummies Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	6.49	From our expanded online assortment; guitar sheet music for a compilation of acoustic rock hits	Hal Leonard	700844
1145575	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Best Soul Songs Ever Sheet Music - Multi	1145575	Hal Leonard - Various Artists: Best Soul Songs Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of soul hits	Hal Leonard	311427
1145709	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: More Of the Best Acoustic Rock Songs Ever Songbook - Multi	1145709	Hal Leonard - Various Artists: More Of the Best Acoustic Rock Songs Ever Songbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	6.49	From our expanded online assortment; piano, vocal and guitar songbook for a compilation of acoustic rock hits	Hal Leonard	311738
1146247	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Rock/Pop Guitar Songs for Dummies Sheet Music - Multi	1146247	Hal Leonard - Various Artists: Rock/Pop Guitar Songs for Dummies Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	6.49	From our expanded online assortment; guitar sheet music for 34 pop and rock classics	Hal Leonard	700845
